FID,STATION_NAME,LOCAL_TRIP_START_TIME,IMOS_SITE_CODE,NRS_TRIP_CODE,NRS_SAMPLE_CODE,UTC_TRIP_START_TIME,LATITUDE,LONGITUDE,SAMPLE_DEPTH_M,SALINITY,SALINITY_FLAG,SALINITY_COMMENTS,SILICATE_UMOL_PER_L,SILICATE_FLAG,NITRATE_UMOL_PER_L,NITRATE_FLAG,PHOSPHATE_UMOL_PER_L,PHOSPHATE_FLAG,AMMONIUM_UMOL_PER_L,AMMONIUM_FLAG,NUTRIENT_COMMENTS,TCO2_UMOL_PER_KG,CARBON_FLAG,CARBON_COMMENTS,TALKALINITY_UMOL_PER_KG,ALKALINITY_FLAG,ALKALINITY_COMMENTS,OXYGEN_UMOL_PER_L,OXYGEN_FLAG,OXYGEN_COMMENTS,geom
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-371,North Stradbroke,20/10/2014 10:45,NRSNSI,NRSNSI20141020,NRSNSI20141020_010,2014-10-20T00:45:00Z,-27.345,153.562,10,35.544,1,,0.3,1,0,1,0.09,1,0.06,1,,2011.46,1,,2327.54,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-370,North Stradbroke,20/10/2014 10:45,NRSNSI,NRSNSI20141020,NRSNSI20141020_020,2014-10-20T00:45:00Z,-27.345,153.562,20,35.594,1,,0.2,1,0,1,0.09,1,0.16,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-36f,North Stradbroke,20/10/2014 10:45,NRSNSI,NRSNSI20141020,NRSNSI20141020_030,2014-10-20T00:45:00Z,-27.345,153.562,30,35.577,1,,0.2,1,0,1,0.1,1,0.06,1,,2018,1,,2330,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-36e,North Stradbroke,20/10/2014 10:45,NRSNSI,NRSNSI20141020,NRSNSI20141020_040,2014-10-20T00:45:00Z,-27.345,153.562,40,35.592,1,,0,1,0.1,1,0.11,1,0.05,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-36d,North Stradbroke,20/10/2014 10:45,NRSNSI,NRSNSI20141020,NRSNSI20141020_050,2014-10-20T00:45:00Z,-27.345,153.562,50,35.592,1,,0.8,1,1.9,1,0.24,1,0.25,1,,2057.94,1,,2329.44,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-36c,North Stradbroke,20/10/2014 10:45,NRSNSI,NRSNSI20141020,NRSNSI20141020_057,2014-10-20T00:45:00Z,-27.345,153.562,57,35.54,1,,0.6,1,1.8,1,0.25,1,0.2,1,,2060.79,1,,2333.1,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-36b,North Stradbroke,7/11/2014 10:35,NRSNSI,NRSNSI20141107,NRSNSI20141107_000,2014-11-07T00:35:00Z,-27.345,153.562,0,,9,,0.4,1,0,1,0.1,1,0.04,1,,2000.81,1,,2323.42,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-36a,North Stradbroke,7/11/2014 10:35,NRSNSI,NRSNSI20141107,NRSNSI20141107_010,2014-11-07T00:35:00Z,-27.345,153.562,10,,9,,0.5,1,0,1,0.09,1,0.04,1,,2001.2,1,,2324.54,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-369,North Stradbroke,7/11/2014 10:35,NRSNSI,NRSNSI20141107,NRSNSI20141107_020,2014-11-07T00:35:00Z,-27.345,153.562,20,,9,,0.4,1,0.1,1,0.1,1,0.05,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-368,North Stradbroke,7/11/2014 10:35,NRSNSI,NRSNSI20141107,NRSNSI20141107_030,2014-11-07T00:35:00Z,-27.345,153.562,30,,9,,0,1,0.1,1,0.11,1,0.04,1,,2002.46,1,,2329.58,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-367,North Stradbroke,7/11/2014 10:35,NRSNSI,NRSNSI20141107,NRSNSI20141107_040,2014-11-07T00:35:00Z,-27.345,153.562,40,,9,,0.6,1,1.3,1,0.19,1,0.22,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-366,North Stradbroke,7/11/2014 10:35,NRSNSI,NRSNSI20141107,NRSNSI20141107_050,2014-11-07T00:35:00Z,-27.345,153.562,50,,9,,1.1,1,2.3,1,0.32,1,0.09,1,,2052.92,1,,2332.68,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-365,North Stradbroke,7/11/2014 10:35,NRSNSI,NRSNSI20141107,NRSNSI20141107_057,2014-11-07T00:35:00Z,-27.345,153.562,57,,9,,0.3,1,3.5,1,0.32,1,0.06,1,,2063.65,1,,2331.2,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-364,North Stradbroke,23/12/2014 10:35,NRSNSI,NRSNSI20141223,NRSNSI20141223_000,2014-12-23T00:35:00Z,-27.345,153.562,0,35.505,1,,0.2,1,0.5,1,0.17,1,0.05,1,,1994.46,1,,2321.93,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-363,North Stradbroke,23/12/2014 10:35,NRSNSI,NRSNSI20141223,NRSNSI20141223_010,2014-12-23T00:35:00Z,-27.345,153.562,10,35.496,1,,0.3,1,0,1,0.08,1,0.08,1,,1994.2,1,,2318.1,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-362,North Stradbroke,23/12/2014 10:35,NRSNSI,NRSNSI20141223,NRSNSI20141223_020,2014-12-23T00:35:00Z,-27.345,153.562,20,35.51,1,,0.3,1,0,1,0.09,1,0.09,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-361,North Stradbroke,23/12/2014 10:35,NRSNSI,NRSNSI20141223,NRSNSI20141223_030,2014-12-23T00:35:00Z,-27.345,153.562,30,35.491,1,,0.2,1,0,1,0.11,1,0.03,1,,2006.29,1,,2324.41,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-360,North Stradbroke,23/12/2014 10:35,NRSNSI,NRSNSI20141223,NRSNSI20141223_040,2014-12-23T00:35:00Z,-27.345,153.562,40,35.566,1,,0.9,1,1.7,1,0.21,1,0.08,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-35f,North Stradbroke,23/12/2014 10:35,NRSNSI,NRSNSI20141223,NRSNSI20141223_050,2014-12-23T00:35:00Z,-27.345,153.562,50,35.559,1,,1.1,1,3.4,1,0.32,1,0.05,1,,2050.27,1,,2330.47,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-35e,North Stradbroke,23/12/2014 10:35,NRSNSI,NRSNSI20141223,NRSNSI20141223_057,2014-12-23T00:35:00Z,-27.345,153.562,57,35.547,1,,1.9,1,6.2,1,0.52,1,0.06,1,,2080.76,1,,2331.56,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-35d,North Stradbroke,19/01/2015 10:35,NRSNSI,NRSNSI20150119,NRSNSI20150119_000,2015-01-19T00:35:00Z,-27.345,153.562,0,35.537,1,,0.2,1,0,1,0.07,1,0.05,1,,1994.58,1,,2325.74,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-35c,North Stradbroke,19/01/2015 10:35,NRSNSI,NRSNSI20150119,NRSNSI20150119_010,2015-01-19T00:35:00Z,-27.345,153.562,10,35.555,1,,0.3,1,0,1,0.07,1,0.03,1,,1999.89,1,,2326.16,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-35b,North Stradbroke,19/01/2015 10:35,NRSNSI,NRSNSI20150119,NRSNSI20150119_020,2015-01-19T00:35:00Z,-27.345,153.562,20,35.655,1,,0,1,0,1,0.07,1,0.04,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-35a,North Stradbroke,19/01/2015 10:35,NRSNSI,NRSNSI20150119,NRSNSI20150119_030,2015-01-19T00:35:00Z,-27.345,153.562,30,35.628,1,,0,1,0,1,0.12,1,0.03,1,,2017.8,1,,2333.64,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-359,North Stradbroke,19/01/2015 10:35,NRSNSI,NRSNSI20150119,NRSNSI20150119_040,2015-01-19T00:35:00Z,-27.345,153.562,40,35.587,1,,0.3,1,0,1,0.09,1,0.08,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-358,North Stradbroke,19/01/2015 10:35,NRSNSI,NRSNSI20150119,NRSNSI20150119_050,2015-01-19T00:35:00Z,-27.345,153.562,50,35.529,1,,0.8,1,1.5,1,0.26,1,0.08,1,,2045.37,1,,2330.53,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-357,North Stradbroke,19/01/2015 10:35,NRSNSI,NRSNSI20150119,NRSNSI20150119_057,2015-01-19T00:35:00Z,-27.345,153.562,57,35.512,1,,2,1,5.1,1,0.47,1,0.12,1,,2083.81,1,,2329.43,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-356,North Stradbroke,4/03/2015 10:30,NRSNSI,NRSNSI20150304,NRSNSI20150304_000,2015-03-04T00:30:00Z,-27.345,153.562,0,35.379,1,,0.7,1,0,1,0.06,1,0.07,1,,1982.55,1,,2318.77,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-355,North Stradbroke,4/03/2015 10:30,NRSNSI,NRSNSI20150304,NRSNSI20150304_010,2015-03-04T00:30:00Z,-27.345,153.562,10,35.384,1,,0.7,1,0,1,0.05,1,0.02,1,,1983.12,1,,2317.48,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-354,North Stradbroke,4/03/2015 10:30,NRSNSI,NRSNSI20150304,NRSNSI20150304_020,2015-03-04T00:30:00Z,-27.345,153.562,20,35.457,1,,1,1,0,1,0.05,1,0.16,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-353,North Stradbroke,4/03/2015 10:30,NRSNSI,NRSNSI20150304,NRSNSI20150304_030,2015-03-04T00:30:00Z,-27.345,153.562,30,35.482,1,,0.9,1,0,1,0.05,1,0.06,1,,1990.82,1,,2318.92,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-352,North Stradbroke,4/03/2015 10:30,NRSNSI,NRSNSI20150304,NRSNSI20150304_040,2015-03-04T00:30:00Z,-27.345,153.562,40,35.464,1,,1.2,1,0,1,0.05,1,0.06,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-351,North Stradbroke,4/03/2015 10:30,NRSNSI,NRSNSI20150304,NRSNSI20150304_050,2015-03-04T00:30:00Z,-27.345,153.562,50,35.504,1,,1.8,1,0.2,1,0.08,1,0.02,1,,2012.71,1,,2324.04,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-350,North Stradbroke,4/03/2015 10:30,NRSNSI,NRSNSI20150304,NRSNSI20150304_057,2015-03-04T00:30:00Z,-27.345,153.562,57,35.532,1,,2,1,2.2,1,0.2,1,0.07,1,,2039.29,1,,2326.14,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-34f,North Stradbroke,23/03/2015 11:40,NRSNSI,NRSNSI20150323,NRSNSI20150323_000,2015-03-23T01:40:00Z,-27.345,153.562,0,35.409,1,,1.3,1,0,1,0.05,1,0.36,2,duplicate ammonia results variable; probably contaminated,1988.21,1,,2316.21,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-34e,North Stradbroke,23/03/2015 11:40,NRSNSI,NRSNSI20150323,NRSNSI20150323_010,2015-03-23T01:40:00Z,-27.345,153.562,10,35.407,1,,1.2,1,0,1,0.05,1,0.86,2,duplicate ammonia results variable; probably contaminated,1987.95,1,,2316.75,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-34d,North Stradbroke,23/03/2015 11:40,NRSNSI,NRSNSI20150323,NRSNSI20150323_020,2015-03-23T01:40:00Z,-27.345,153.562,20,35.408,1,,0.9,1,0,1,0.05,1,0.37,2,duplicate ammonia results variable; probably contaminated,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-34c,North Stradbroke,23/03/2015 11:40,NRSNSI,NRSNSI20150323,NRSNSI20150323_030,2015-03-23T01:40:00Z,-27.345,153.562,30,35.536,1,,1,1,1.8,1,0.18,1,0.26,2,duplicate ammonia results variable; probably contaminated,2028.2,1,,2327.87,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-34b,North Stradbroke,23/03/2015 11:40,NRSNSI,NRSNSI20150323,NRSNSI20150323_040,2015-03-23T01:40:00Z,-27.345,153.562,40,35.597,1,,0.6,1,2.3,1,0.24,1,0.82,2,duplicate ammonia results variable; probably contaminated,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-34a,North Stradbroke,23/03/2015 11:40,NRSNSI,NRSNSI20150323,NRSNSI20150323_050,2015-03-23T01:40:00Z,-27.345,153.562,50,35.64,1,,1.2,1,4.3,1,0.29,1,0.86,2,duplicate ammonia results variable; probably contaminated,2067.59,1,,2334.46,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-349,North Stradbroke,23/03/2015 11:40,NRSNSI,NRSNSI20150323,NRSNSI20150323_057,2015-03-23T01:40:00Z,-27.345,153.562,57,35.632,1,,1.7,1,5.7,1,0.37,1,0.25,2,duplicate ammonia results variable; probably contaminated,2082,1,,2335.4,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-348,North Stradbroke,12/05/2015 10:15,NRSNSI,NRSNSI20150512,NRSNSI20150512_000,2015-05-12T00:15:00Z,-27.345,153.562,0,35.492,1,,0.9,1,0.1,1,0.04,1,0.05,1,,1997.53,1,,2320.87,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-347,North Stradbroke,12/05/2015 10:15,NRSNSI,NRSNSI20150512,NRSNSI20150512_010,2015-05-12T00:15:00Z,-27.345,153.562,10,35.488,1,,0.8,1,0,1,0.04,1,0.51,2,,1997.96,1,,2323.12,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-346,North Stradbroke,12/05/2015 10:15,NRSNSI,NRSNSI20150512,NRSNSI20150512_020,2015-05-12T00:15:00Z,-27.345,153.562,20,35.492,1,,1.1,1,0.1,1,0.05,1,0.73,2,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-345,North Stradbroke,12/05/2015 10:15,NRSNSI,NRSNSI20150512,NRSNSI20150512_030,2015-05-12T00:15:00Z,-27.345,153.562,30,35.477,1,,0.5,1,0,1,0.04,1,0.14,1,,1999.27,1,,2320.38,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-344,North Stradbroke,12/05/2015 10:15,NRSNSI,NRSNSI20150512,NRSNSI20150512_040,2015-05-12T00:15:00Z,-27.345,153.562,40,35.483,1,,0.3,1,0,1,0.05,1,1.53,4,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-343,North Stradbroke,12/05/2015 10:15,NRSNSI,NRSNSI20150512,NRSNSI20150512_050,2015-05-12T00:15:00Z,-27.345,153.562,50,35.509,1,,0.3,1,0.1,1,0.05,1,1.26,4,,2001.09,1,,2319.67,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-342,North Stradbroke,12/05/2015 10:15,NRSNSI,NRSNSI20150512,NRSNSI20150512_057,2015-05-12T00:15:00Z,-27.345,153.562,57,35.505,1,,0.8,1,1.5,1,0.13,1,0.15,1,,2020.38,1,,2323.6,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-341,North Stradbroke,28/05/2015 10:15,NRSNSI,NRSNSI20150528,NRSNSI20150528_000,2015-05-28T00:15:00Z,-27.345,153.562,0,35.641,1,,1.6,1,0.1,1,0.09,1,0.54,4,duplicate ammonia results variable; probably contaminated,2018.34,1,,2334.87,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-340,North Stradbroke,28/05/2015 10:15,NRSNSI,NRSNSI20150528,NRSNSI20150528_010,2015-05-28T00:15:00Z,-27.345,153.562,10,35.633,1,,0.6,1,0,1,0.08,1,0.18,1,,2017.3,1,,2334.35,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-33f,North Stradbroke,28/05/2015 10:15,NRSNSI,NRSNSI20150528,NRSNSI20150528_020,2015-05-28T00:15:00Z,-27.345,153.562,20,35.632,1,,0.6,1,0,1,0.07,1,0.15,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-33e,North Stradbroke,28/05/2015 10:15,NRSNSI,NRSNSI20150528,NRSNSI20150528_030,2015-05-28T00:15:00Z,-27.345,153.562,30,35.633,1,,1,1,0,1,0.08,1,0.48,4,duplicate ammonia results variable; probably contaminated,2017.47,1,,2335.26,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-33d,North Stradbroke,28/05/2015 10:15,NRSNSI,NRSNSI20150528,NRSNSI20150528_040,2015-05-28T00:15:00Z,-27.345,153.562,40,35.637,1,,0.6,1,0,1,0.08,1,0.07,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-33c,North Stradbroke,28/05/2015 10:15,NRSNSI,NRSNSI20150528,NRSNSI20150528_050,2015-05-28T00:15:00Z,-27.345,153.562,50,35.63,1,,0.7,1,0,1,0.08,1,0.37,4,duplicate ammonia results variable; probably contaminated,2019.36,1,,2333.94,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-33b,North Stradbroke,28/05/2015 10:15,NRSNSI,NRSNSI20150528,NRSNSI20150528_057,2015-05-28T00:15:00Z,-27.345,153.562,57,35.615,1,,0.8,1,0.1,1,0.08,1,0.63,1,ammonia result same for 2 duplicates,2019.2,1,,2333.26,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-33a,North Stradbroke,24/06/2015 10:30,NRSNSI,NRSNSI20150624,NRSNSI20150624_000,2015-06-24T00:30:00Z,-27.345,153.562,0,35.481,1,,0.7,1,0.1,1,0.07,1,0.42,1,,2003.09,1,,2326.35,2,WOCE - questionable data,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-339,North Stradbroke,24/06/2015 10:30,NRSNSI,NRSNSI20150624,NRSNSI20150624_010,2015-06-24T00:30:00Z,-27.345,153.562,10,35.604,1,,0.5,1,0,1,0.07,1,0,1,,2006,1,,2333.7,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-338,North Stradbroke,24/06/2015 10:30,NRSNSI,NRSNSI20150624,NRSNSI20150624_020,2015-06-24T00:30:00Z,-27.345,153.562,20,35.606,1,,1.2,1,0.1,1,0.08,1,0.3,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-337,North Stradbroke,24/06/2015 10:30,NRSNSI,NRSNSI20150624,NRSNSI20150624_030,2015-06-24T00:30:00Z,-27.345,153.562,30,35.608,1,,0.4,1,0.1,1,0.08,1,0.32,1,,2010.02,1,,2333.67,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-336,North Stradbroke,24/06/2015 10:30,NRSNSI,NRSNSI20150624,NRSNSI20150624_040,2015-06-24T00:30:00Z,-27.345,153.562,40,35.605,1,,0.6,1,0.8,1,0.12,1,0.28,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-335,North Stradbroke,24/06/2015 10:30,NRSNSI,NRSNSI20150624,NRSNSI20150624_050,2015-06-24T00:30:00Z,-27.345,153.562,50,35.624,1,,1.5,1,3.5,1,0.27,1,0.02,1,,2052.7,1,,2334.94,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-334,North Stradbroke,24/06/2015 10:30,NRSNSI,NRSNSI20150624,NRSNSI20150624_057,2015-06-24T00:30:00Z,-27.345,153.562,57,35.617,1,,1.5,1,3.9,1,0.31,1,0.11,1,,2059.49,1,,2334.94,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-333,North Stradbroke,31/07/2015 10:15,NRSNSI,NRSNSI20150731,NRSNSI20150731_000,2015-07-31T00:15:00Z,-27.345,153.562,0,35.663,1,,0.5,1,0,1,0.12,1,0.16,1,,2017.43,1,,2336.07,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-332,North Stradbroke,31/07/2015 10:15,NRSNSI,NRSNSI20150731,NRSNSI20150731_010,2015-07-31T00:15:00Z,-27.345,153.562,10,35.664,1,,0.5,1,0,1,0.11,1,0.31,1,,2017.84,1,,2335.02,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-331,North Stradbroke,31/07/2015 10:15,NRSNSI,NRSNSI20150731,NRSNSI20150731_020,2015-07-31T00:15:00Z,-27.345,153.562,20,35.657,1,,0.4,1,0,1,0.13,1,0.43,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-330,North Stradbroke,31/07/2015 10:15,NRSNSI,NRSNSI20150731,NRSNSI20150731_030,2015-07-31T00:15:00Z,-27.345,153.562,30,35.656,1,,0.4,1,0,1,0.33,1,0.22,1,,2018.81,1,,2333.22,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-32f,North Stradbroke,31/07/2015 10:15,NRSNSI,NRSNSI20150731,NRSNSI20150731_040,2015-07-31T00:15:00Z,-27.345,153.562,40,35.651,1,,0.7,1,0.1,1,0.15,1,0.73,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-32e,North Stradbroke,31/07/2015 10:15,NRSNSI,NRSNSI20150731,NRSNSI20150731_050,2015-07-31T00:15:00Z,-27.345,153.562,50,35.633,1,,1.1,1,1.2,1,0.2,1,0.91,1,,2033.12,1,,2324.16,2,WOCE - questionable data,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-32d,North Stradbroke,31/07/2015 10:15,NRSNSI,NRSNSI20150731,NRSNSI20150731_057,2015-07-31T00:15:00Z,-27.345,153.562,57,35.627,1,,0.5,1,2.5,1,0.29,1,0.36,1,,2052.85,1,,2334.58,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-32c,North Stradbroke,17/08/2015 10:30,NRSNSI,NRSNSI20150817,NRSNSI20150817_000,2015-08-17T00:30:00Z,-27.345,153.562,0,,9,,0.5,1,0,1,0.12,1,1.41,1,no salinity samples taken,2025.74,1,,2339.06,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-32b,North Stradbroke,17/08/2015 10:30,NRSNSI,NRSNSI20150817,NRSNSI20150817_010,2015-08-17T00:30:00Z,-27.345,153.562,10,,9,,0.5,1,0,1,0.14,1,0.23,1,no salinity samples taken,2026.01,1,,2338.92,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-32a,North Stradbroke,17/08/2015 10:30,NRSNSI,NRSNSI20150817,NRSNSI20150817_020,2015-08-17T00:30:00Z,-27.345,153.562,20,,9,,0.5,1,0,1,0.14,1,1.01,1,no salinity samples taken,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-329,North Stradbroke,17/08/2015 10:30,NRSNSI,NRSNSI20150817,NRSNSI20150817_030,2015-08-17T00:30:00Z,-27.345,153.562,30,,9,,0.6,1,0,1,0.16,1,0.4,1,no salinity samples taken,2033.44,1,,2338.93,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-328,North Stradbroke,17/08/2015 10:30,NRSNSI,NRSNSI20150817,NRSNSI20150817_040,2015-08-17T00:30:00Z,-27.345,153.562,40,,9,,0.8,1,0,1,0.15,1,0.58,1,no salinity samples taken,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-327,North Stradbroke,17/08/2015 10:30,NRSNSI,NRSNSI20150817,NRSNSI20150817_050,2015-08-17T00:30:00Z,-27.345,153.562,50,,9,,0.9,1,0,1,0.16,1,0.34,1,no salinity samples taken,2039.93,1,,2340.73,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-326,North Stradbroke,17/08/2015 10:30,NRSNSI,NRSNSI20150817,NRSNSI20150817_057,2015-08-17T00:30:00Z,-27.345,153.562,57,,9,,0.5,1,0,1,0.16,1,0.9,1,no salinity samples taken,2040.56,1,,2342.27,1,,,9,,POINT (153.562 -27.345)
